,name,lng,lat,diet,period,type,length
19,Tyrannosaurus,-113.0289,51.906399,carnivorous,Late Cretaceous 68-66 million years ago,large theropod,12.0
20,Tyrannosaurus,-113.23333,51.933334,carnivorous,Late Cretaceous 68-66 million years ago,large theropod,12.0
23,Camarasaurus,-108.699989,39.068802,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
24,Camarasaurus,-108.717499,39.111668,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
25,Ankylosaurus,-106.569901,47.637699,herbivorous,Late Cretaceous 74-67 million years ago,armoured dinosaur,7.0
29,Pachycephalosaurus,-106.227776,47.695831,herbivorous,Late Cretaceous 76-65 million years ago,euornithopod,8.0
36,Allosaurus,-106.041,41.893101,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
37,Allosaurus,-106.389999,42.035831,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
38,Allosaurus,-106.389999,42.035831,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
39,Diplodocus,-106.389999,42.035831,herbivorous,Late Jurassic 155-145 million years ago,sauropod,26.0
40,Stegosaurus,-106.389999,42.035831,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
41,Camarasaurus,-106.389999,42.035831,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
42,Allosaurus,-106.389999,42.035831,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
48,Maiasaura,-112.182777,47.8125,herbivorous,Late Cretaceous 80-75 million years ago,euornithopod,9.0
88,Styracosaurus,-111.565781,50.742214,herbivorous,Late Cretaceous 76-70 million years ago,ceratopsian,5.5
90,Apatosaurus,-105.187332,39.653423,herbivorous,Late Jurassic 154-145 million years ago,sauropod,21.0
96,Diplodocus,-105.916199,42.152302,herbivorous,Late Jurassic 155-145 million years ago,sauropod,26.0
99,Dilophosaurus,-110.32,36.145279,carnivorous,Early Jurassic 190 million years ago,large theropod,6.0
100,Dilophosaurus,-110.300003,36.099998,carnivorous,Early Jurassic 190 million years ago,large theropod,6.0
252,Iguanodon,3.633333,50.466667,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
253,Diplodocus,-106.048615,42.017776,herbivorous,Late Jurassic 155-145 million years ago,sauropod,26.0
254,Camarasaurus,-106.048615,42.017776,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
255,Stegosaurus,-106.048615,42.017776,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
257,Allosaurus,-106.048615,42.017776,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
260,Camarasaurus,-108.120003,43.380001,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
262,Maiasaura,-113.75,48.633301,herbivorous,Late Cretaceous 80-75 million years ago,euornithopod,9.0
271,Tyrannosaurus,-111.524582,50.727234,carnivorous,Late Cretaceous 68-66 million years ago,large theropod,12.0
273,Velociraptor,-111.524582,50.727234,carnivorous,Late Cretaceous 74-70 million years ago,small theropod,1.8
282,Diplodocus,-108.199997,43.630001,herbivorous,Late Jurassic 155-145 million years ago,sauropod,26.0
283,Camarasaurus,-108.199997,43.630001,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
284,Stegosaurus,-108.199997,43.630001,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
285,Allosaurus,-108.199997,43.630001,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
293,Velociraptor,103.333336,44.25,carnivorous,Late Cretaceous 74-70 million years ago,small theropod,1.8
299,Troodon,-113.75,48.633301,carnivorous,Late Cretaceous 74-65 million years ago,small theropod,2.0
301,Maiasaura,-112.701118,48.479202,herbivorous,Late Cretaceous 80-75 million years ago,euornithopod,9.0
307,Allosaurus,-109.205833,40.423611,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
308,Diplodocus,-109.205833,40.423611,herbivorous,Late Jurassic 155-145 million years ago,sauropod,26.0
309,Stegosaurus,-109.205833,40.423611,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
323,Iguanodon,8.632222,51.434166,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
325,Iguanodon,8.632222,51.434166,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
343,Styracosaurus,-111.494217,50.736092,herbivorous,Late Cretaceous 76-70 million years ago,ceratopsian,5.5
373,Diplodocus,-109.300552,40.441387,herbivorous,Late Jurassic 155-145 million years ago,sauropod,26.0
374,Apatosaurus,-109.300552,40.441387,herbivorous,Late Jurassic 154-145 million years ago,sauropod,21.0
375,Camarasaurus,-109.300552,40.441387,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
376,Stegosaurus,-109.300552,40.441387,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
469,Troodon,-109.297203,46.465099,carnivorous,Late Cretaceous 74-65 million years ago,small theropod,2.0
473,Troodon,-109.410004,46.459999,carnivorous,Late Cretaceous 74-65 million years ago,small theropod,2.0
501,Triceratops,-104.021111,46.466389,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
514,Iguanodon,-1.371491,50.617344,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
531,Dilophosaurus,102.591942,24.671667,carnivorous,Early Jurassic 190 million years ago,large theropod,6.0
533,Carcharodontosaurus,29.116669,28.33333,carnivorous,Late Cretaceous 98-94 million years ago,large theropod,15.0
534,Spinosaurus,28.914782,28.43112,carnivorous,Late Cretaceous 95-70 million years ago,large theropod,18.0
537,Carcharodontosaurus,9.566667,28.5,carnivorous,Late Cretaceous 98-94 million years ago,large theropod,15.0
539,Carcharodontosaurus,1.083333,27.033333,carnivorous,Late Cretaceous 98-94 million years ago,large theropod,15.0
546,Carcharodontosaurus,8.175278,28.15,carnivorous,Late Cretaceous 98-94 million years ago,large theropod,15.0
550,Carcharodontosaurus,9.509186,16.632231,carnivorous,Late Cretaceous 98-94 million years ago,large theropod,15.0
551,Carcharodontosaurus,10.222018,16.129169,carnivorous,Late Cretaceous 98-94 million years ago,large theropod,15.0
553,Carcharodontosaurus,9.228752,16.449305,carnivorous,Late Cretaceous 98-94 million years ago,large theropod,15.0
554,Carcharodontosaurus,10.283333,32.950001,carnivorous,Late Cretaceous 98-94 million years ago,large theropod,15.0
563,Carcharodontosaurus,5.797784,17.708801,carnivorous,Late Cretaceous 98-94 million years ago,large theropod,15.0
573,Carcharodontosaurus,6.381111,19.317499,carnivorous,Late Cretaceous 98-94 million years ago,large theropod,15.0
577,Carcharodontosaurus,-4.836939,30.505667,carnivorous,Late Cretaceous 98-94 million years ago,large theropod,15.0
580,Spinosaurus,-4.836939,30.505667,carnivorous,Late Cretaceous 95-70 million years ago,large theropod,18.0
581,Carcharodontosaurus,9.540314,17.971214,carnivorous,Late Cretaceous 98-94 million years ago,large theropod,15.0
587,Troodon,-112.966667,48.650002,carnivorous,Late Cretaceous 74-65 million years ago,small theropod,2.0
591,Psittacosaurus,120.73333,41.799999,herbivorous,Early Cretaceous 120-100 million years ago,ceratopsian,2.0
612,Troodon,-104.48333,43.049999,carnivorous,Late Cretaceous 74-65 million years ago,small theropod,2.0
613,Tyrannosaurus,-104.48333,43.049999,carnivorous,Late Cretaceous 68-66 million years ago,large theropod,12.0
622,Maiasaura,-112.287567,47.768101,herbivorous,Late Cretaceous 80-75 million years ago,euornithopod,9.0
624,Troodon,-112.182777,47.8125,carnivorous,Late Cretaceous 74-65 million years ago,small theropod,2.0
628,Iguanodon,-1.383333,50.633331,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
647,Utahraptor,-109.567902,38.826099,carnivorous,Early Cretaceous 112-100 million years ago,large theropod,6.0
650,Utahraptor,-109.691666,38.718056,carnivorous,Early Cretaceous 112-100 million years ago,large theropod,6.0
673,Triceratops,-104.366669,43.299999,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
702,Tyrannosaurus,-104.491669,40.386391,carnivorous,Late Cretaceous 68-66 million years ago,large theropod,12.0
704,Triceratops,-104.491669,40.386391,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
750,Diplodocus,-105.224701,38.539501,herbivorous,Late Jurassic 155-145 million years ago,sauropod,26.0
752,Stegosaurus,-105.192596,39.675598,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
765,Giganotosaurus,-68.75,-39.516388,carnivorous,Early Cretaceous 112-90 million years ago,large theropod,12.5
789,Psittacosaurus,85.666664,46.099998,herbivorous,Early Cretaceous 120-100 million years ago,ceratopsian,2.0
802,Megalosaurus,-1.8,51.985001,carnivorous,Mid Jurassic 170-155 million years ago,large theropod,9.0
820,Iguanodon,-9.383333,38.799999,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
887,Troodon,-110.470001,49.119999,carnivorous,Late Cretaceous 74-65 million years ago,small theropod,2.0
891,Troodon,-110.470001,49.119999,carnivorous,Late Cretaceous 74-65 million years ago,small theropod,2.0
917,Deinonychus,-108.162003,45.438999,carnivorous,Early Cretaceous 120-110 million years ago,small theropod,3.0
926,Pentaceratops,-108.226997,36.285702,herbivorous,Late Cretaceous 76-74 million years ago,ceratopsian,6.8
928,Pentaceratops,-108.209099,36.271099,herbivorous,Late Cretaceous 76-74 million years ago,ceratopsian,6.8
929,Pentaceratops,-108.084198,36.3148,herbivorous,Late Cretaceous 76-74 million years ago,ceratopsian,6.8
1008,Camarasaurus,-108.388,38.806,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
1063,Styracosaurus,-111.800003,50.73,herbivorous,Late Cretaceous 76-70 million years ago,ceratopsian,5.5
1110,Allosaurus,-107.999168,35.286945,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
1112,Allosaurus,-103.687775,43.430557,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
1209,Velociraptor,100.901947,43.664444,carnivorous,Late Cretaceous 74-70 million years ago,small theropod,1.8
1210,Velociraptor,100.901947,43.664444,carnivorous,Late Cretaceous 74-70 million years ago,small theropod,1.8
1235,Troodon,-111.484657,50.750553,carnivorous,Late Cretaceous 74-65 million years ago,small theropod,2.0
1250,Tyrannosaurus,44.0592,48.625599,carnivorous,Late Cretaceous 68-66 million years ago,large theropod,12.0
1278,Tyrannosaurus,-107.083,47.536201,carnivorous,Late Cretaceous 68-66 million years ago,large theropod,12.0
1279,Triceratops,-107.083,47.536201,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
1283,Yangchuanosaurus,104.852501,29.411388,carnivorous,Late Jurassic 160-144 million years ago,large theropod,10.0
1288,Megalosaurus,-2.7667,50.716702,carnivorous,Mid Jurassic 170-155 million years ago,large theropod,9.0
1291,Allosaurus,-8.617,39.849998,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
1298,Iguanodon,31.145,16.695,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
1300,Ceratosaurus,-8.8,39.700001,carnivorous,Late Jurassic 153-148 million years ago,large theropod,6.0
1334,Apatosaurus,-103.634003,36.214001,herbivorous,Late Jurassic 154-145 million years ago,sauropod,21.0
1335,Allosaurus,-106.940559,35.320278,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
1336,Diplodocus,-106.769997,35.563332,herbivorous,Late Jurassic 155-145 million years ago,sauropod,26.0
1338,Apatosaurus,-107.400002,38.450001,herbivorous,Late Jurassic 154-145 million years ago,sauropod,21.0
1339,Allosaurus,-107.400002,38.450001,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
1340,Allosaurus,-106.138054,41.980556,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
1359,Megalosaurus,-1.26667,51.866669,carnivorous,Mid Jurassic 170-155 million years ago,large theropod,9.0
1364,Pentaceratops,-107.977203,36.1548,herbivorous,Late Cretaceous 76-74 million years ago,ceratopsian,6.8
1365,Pentaceratops,-107.889198,36.1861,herbivorous,Late Cretaceous 76-74 million years ago,ceratopsian,6.8
1367,Stegosaurus,-105.963402,41.9077,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
1368,Stegosaurus,-105.963402,41.9077,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
1369,Stegosaurus,-105.963402,41.9077,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
1374,Stegosaurus,-105.963402,41.9077,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
1378,Camarasaurus,-105.963402,41.9077,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
1379,Camarasaurus,-105.963402,41.9077,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
1380,Allosaurus,-105.963402,41.9077,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
1383,Camarasaurus,-105.963402,41.9077,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
1384,Stegosaurus,-105.963402,41.9077,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
1385,Brachiosaurus,-105.963402,41.9077,herbivorous,Late Jurassic 155-140 million years ago,sauropod,30.0
1386,Stegosaurus,-105.963402,41.9077,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
1387,Ceratosaurus,-105.224701,38.539501,carnivorous,Late Jurassic 153-148 million years ago,large theropod,6.0
1388,Stegosaurus,-105.224701,38.539501,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
1389,Stegosaurus,-105.224701,38.539501,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
1393,Allosaurus,-105.224701,38.539501,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
1398,Brachiosaurus,-105.224701,38.539501,herbivorous,Late Jurassic 155-140 million years ago,sauropod,30.0
1399,Diplodocus,-106.041,41.893101,herbivorous,Late Jurassic 155-145 million years ago,sauropod,26.0
1400,Camarasaurus,-106.041,41.893101,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
1401,Camarasaurus,-106.041,41.893101,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
1402,Camarasaurus,-106.041,41.893101,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
1403,Camarasaurus,-106.041,41.893101,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
1405,Diplodocus,-105.963402,41.9077,herbivorous,Late Jurassic 155-145 million years ago,sauropod,26.0
1406,Stegosaurus,-105.963402,41.9077,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
1408,Camarasaurus,-106.079803,41.878601,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
1409,Allosaurus,-106.079803,41.878601,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
1410,Allosaurus,-106.079803,41.878601,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
1411,Allosaurus,-106.079803,41.893101,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
1412,Apatosaurus,-106.060402,41.878601,herbivorous,Late Jurassic 154-145 million years ago,sauropod,21.0
1413,Allosaurus,-106.021599,41.893101,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
1414,Camarasaurus,-106.021599,41.893101,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
1416,Apatosaurus,-105.982803,41.9077,herbivorous,Late Jurassic 154-145 million years ago,sauropod,21.0
1417,Camarasaurus,-105.982803,41.9077,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
1419,Allosaurus,-105.982803,41.9077,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
1420,Stegosaurus,-105.982803,41.9077,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
1421,Diplodocus,-106.078903,41.878601,herbivorous,Late Jurassic 155-145 million years ago,sauropod,26.0
1424,Diplodocus,-106.021599,41.893101,herbivorous,Late Jurassic 155-145 million years ago,sauropod,26.0
1425,Camarasaurus,-106.021599,41.893101,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
1426,Allosaurus,-106.021599,41.893101,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
1428,Stegosaurus,-106.021599,41.893101,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
1429,Camarasaurus,-106.00222,41.893055,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
1431,Allosaurus,-106.00222,41.893055,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
1438,Stegosaurus,-106.002197,41.893101,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
1439,Camarasaurus,-106.1073,41.8825,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
1440,Allosaurus,-106.1073,41.8825,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
1442,Diplodocus,-106.1073,41.8825,herbivorous,Late Jurassic 155-145 million years ago,sauropod,26.0
1443,Stegosaurus,-106.1073,41.8825,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
1444,Allosaurus,-106.002197,41.893101,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
1445,Stegosaurus,-105.963402,41.9077,herbivorous,Late Jurassic 155-145 million years ago,armoured dinosaur,9.0
1446,Allosaurus,-105.963402,41.9077,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
1447,Allosaurus,-105.963402,41.9077,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
1448,Apatosaurus,-105.187332,39.653423,herbivorous,Late Jurassic 154-145 million years ago,sauropod,21.0
1450,Allosaurus,-105.187332,39.653423,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
1451,Allosaurus,-105.192596,39.675598,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
1452,Apatosaurus,-105.192596,39.675598,herbivorous,Late Jurassic 154-145 million years ago,sauropod,21.0
1453,Diplodocus,-105.224701,38.539501,herbivorous,Late Jurassic 155-145 million years ago,sauropod,26.0
1454,Allosaurus,-105.224701,38.539501,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
1458,Apatosaurus,-108.995796,39.2383,herbivorous,Late Jurassic 154-145 million years ago,sauropod,21.0
1459,Camarasaurus,-108.995796,39.2383,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
1460,Allosaurus,-108.995796,39.2383,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
1463,Ceratosaurus,-108.995796,39.2383,carnivorous,Late Jurassic 153-148 million years ago,large theropod,6.0
1471,Psittacosaurus,87.957779,55.903332,herbivorous,Early Cretaceous 120-100 million years ago,ceratopsian,2.0
1544,Saltasaurus,-65.366669,-26.066668,herbivorous,Late Cretaceous 70-65 million years ago,sauropod,12.0
1560,Tyrannosaurus,-103.9617,45.948799,carnivorous,Late Cretaceous 68-66 million years ago,large theropod,12.0
1569,Troodon,-103.9617,45.948799,carnivorous,Late Cretaceous 74-65 million years ago,small theropod,2.0
1570,Tyrannosaurus,-103.9617,45.948799,carnivorous,Late Cretaceous 68-66 million years ago,large theropod,12.0
1581,Troodon,-103.300003,46.099998,carnivorous,Late Cretaceous 74-65 million years ago,small theropod,2.0
1582,Tyrannosaurus,-103.300003,46.099998,carnivorous,Late Cretaceous 68-66 million years ago,large theropod,12.0
1590,Tyrannosaurus,-103.753899,45.977699,carnivorous,Late Cretaceous 68-66 million years ago,large theropod,12.0
1594,Torosaurus,-103.753899,46.006599,herbivorous,Late Cretaceous 70-65 million years ago,ceratopsian,7.5
1602,Tyrannosaurus,-103.766899,46.026402,carnivorous,Late Cretaceous 68-66 million years ago,large theropod,12.0
1610,Tyrannosaurus,-103.766899,46.026402,carnivorous,Late Cretaceous 68-66 million years ago,large theropod,12.0
1617,Tyrannosaurus,-103.766899,46.026402,carnivorous,Late Cretaceous 68-66 million years ago,large theropod,12.0
1622,Tyrannosaurus,-103.766899,46.026402,carnivorous,Late Cretaceous 68-66 million years ago,large theropod,12.0
1630,Tyrannosaurus,-103.766899,46.026402,carnivorous,Late Cretaceous 68-66 million years ago,large theropod,12.0
1641,Triceratops,-103.981499,46.305,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
1644,Tyrannosaurus,-103.795403,46.136902,carnivorous,Late Cretaceous 68-66 million years ago,large theropod,12.0
1649,Tyrannosaurus,-103.939697,46.406399,carnivorous,Late Cretaceous 68-66 million years ago,large theropod,12.0
1666,Tyrannosaurus,-103.964401,46.381901,carnivorous,Late Cretaceous 68-66 million years ago,large theropod,12.0
1671,Tyrannosaurus,-103.0233,46.449799,carnivorous,Late Cretaceous 68-66 million years ago,large theropod,12.0
1674,Tyrannosaurus,-104.0233,46.464298,carnivorous,Late Cretaceous 68-66 million years ago,large theropod,12.0
1681,Tyrannosaurus,-103.897903,46.334,carnivorous,Late Cretaceous 68-66 million years ago,large theropod,12.0
1687,Tyrannosaurus,-103.897903,46.334,carnivorous,Late Cretaceous 68-66 million years ago,large theropod,12.0
1691,Tyrannosaurus,-103.897903,46.334,carnivorous,Late Cretaceous 68-66 million years ago,large theropod,12.0
1694,Iguanodon,-0.111111,40.611942,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
1695,Iguanodon,-0.118611,40.604721,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
1696,Iguanodon,-0.143333,40.591667,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
1698,Iguanodon,-0.115833,40.641666,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
1699,Iguanodon,-0.055833,40.619446,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
1702,Psittacosaurus,97.966667,41.466667,herbivorous,Early Cretaceous 120-100 million years ago,ceratopsian,2.0
1705,Psittacosaurus,97.583336,41.575001,herbivorous,Early Cretaceous 120-100 million years ago,ceratopsian,2.0
1715,Iguanodon,-0.35,51.133331,herbivorous,Early Cretaceous 140-110 million years ago,euornithopod,10.0
1724,Troodon,-111.511536,50.752384,carnivorous,Late Cretaceous 74-65 million years ago,small theropod,2.0
1744,Troodon,-111.502129,50.747658,carnivorous,Late Cretaceous 74-65 million years ago,small theropod,2.0
1754,Tyrannosaurus,-104.002403,46.464298,carnivorous,Late Cretaceous 68-66 million years ago,large theropod,12.0
1761,Tyrannosaurus,-104.002403,46.464298,carnivorous,Late Cretaceous 68-66 million years ago,large theropod,12.0
1779,Tyrannosaurus,-103.897903,46.3629,carnivorous,Late Cretaceous 68-66 million years ago,large theropod,12.0
1789,Tyrannosaurus,-103.946098,45.93903,carnivorous,Late Cretaceous 68-66 million years ago,large theropod,12.0
1791,Tyrannosaurus,-103.946098,45.93903,carnivorous,Late Cretaceous 68-66 million years ago,large theropod,12.0
1797,Tyrannosaurus,-103.946098,45.93903,carnivorous,Late Cretaceous 68-66 million years ago,large theropod,12.0
1887,Troodon,-110.684402,49.075459,carnivorous,Late Cretaceous 74-65 million years ago,small theropod,2.0
1902,Triceratops,-106.383301,49.366669,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
1903,Triceratops,-106.383301,49.366669,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
1915,Torosaurus,-111.254303,39.2281,herbivorous,Late Cretaceous 70-65 million years ago,ceratopsian,7.5
1949,Troodon,-110.719452,49.161789,carnivorous,Late Cretaceous 74-65 million years ago,small theropod,2.0
1968,Triceratops,-106.099998,47.799999,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
1973,Ankylosaurus,-108.667801,41.568298,herbivorous,Late Cretaceous 74-67 million years ago,armoured dinosaur,7.0
1980,Ankylosaurus,-107.099998,47.5667,herbivorous,Late Cretaceous 74-67 million years ago,armoured dinosaur,7.0
1996,Ankylosaurus,-113.005402,51.862801,herbivorous,Late Cretaceous 74-67 million years ago,armoured dinosaur,7.0
1997,Ankylosaurus,-113.005402,51.8773,herbivorous,Late Cretaceous 74-67 million years ago,armoured dinosaur,7.0
1998,Tyrannosaurus,-104.411598,43.441799,carnivorous,Late Cretaceous 68-66 million years ago,large theropod,12.0
1999,Ankylosaurus,-104.411598,43.441799,herbivorous,Late Cretaceous 74-67 million years ago,armoured dinosaur,7.0
2000,Ankylosaurus,-105.114723,45.550201,herbivorous,Late Cretaceous 74-67 million years ago,armoured dinosaur,7.0
2006,Troodon,-110.700768,49.07629,carnivorous,Late Cretaceous 74-65 million years ago,small theropod,2.0
2013,Troodon,-110.715843,49.074078,carnivorous,Late Cretaceous 74-65 million years ago,small theropod,2.0
2028,Troodon,-110.732346,49.187008,carnivorous,Late Cretaceous 74-65 million years ago,small theropod,2.0
2038,Troodon,-110.73439,49.193851,carnivorous,Late Cretaceous 74-65 million years ago,small theropod,2.0
2061,Diplodocus,-108.397202,38.583099,herbivorous,Late Jurassic 155-145 million years ago,sauropod,26.0
2062,Supersaurus,-108.397202,38.583099,herbivorous,Early Cretaceous 154-142 million years ago,sauropod,35.0
2063,Supersaurus,-108.397202,38.583099,herbivorous,Early Cretaceous 154-142 million years ago,sauropod,35.0
2064,Supersaurus,-108.397202,38.583099,herbivorous,Early Cretaceous 154-142 million years ago,sauropod,35.0
2089,Triceratops,-104.457275,42.195904,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
2099,Triceratops,-104.647118,43.121864,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
2100,Triceratops,-104.645187,43.120808,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
2102,Triceratops,-104.91111,43.144444,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
2103,Triceratops,-104.608406,43.237862,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
2104,Triceratops,-104.553055,43.15778,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
2105,Triceratops,-104.644264,43.191978,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
2106,Triceratops,-104.572258,43.227592,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
2107,Torosaurus,-104.649361,43.230537,herbivorous,Late Cretaceous 70-65 million years ago,ceratopsian,7.5
2108,Torosaurus,-104.628464,43.237728,herbivorous,Late Cretaceous 70-65 million years ago,ceratopsian,7.5
2109,Triceratops,-104.551041,43.181259,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
2110,Triceratops,-104.605408,43.178665,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
2129,Parasaurolophus,-111.488625,50.750126,herbivorous,Late Cretaceous 76-74 million years ago,euornithopod,11.0
2134,Triceratops,-106.427223,47.675835,herbivorous,Late Cretaceous 68-66 million years ago,ceratopsian,9.0
2136,Micropachycephalosaurus,-106.427223,47.675835,herbivorous,Late Cretaceous 84-71 million years ago,ceratopsian,0.6
2138,Camarasaurus,-107.779167,44.535557,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
2140,Allosaurus,-107.779167,44.535557,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
2141,Diplodocus,-107.816666,44.650002,herbivorous,Late Jurassic 155-145 million years ago,sauropod,26.0
2142,Brachiosaurus,-107.816666,44.650002,herbivorous,Late Jurassic 155-140 million years ago,sauropod,30.0
2143,Allosaurus,-107.816666,44.650002,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
2147,Apatosaurus,-107.816666,44.650002,herbivorous,Late Jurassic 154-145 million years ago,sauropod,21.0
2148,Camarasaurus,-107.816666,44.650002,herbivorous,Late Jurassic 150-140 million years ago,sauropod,23.0
2150,Allosaurus,-107.779167,44.535557,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
2151,Allosaurus,-107.779167,44.535557,carnivorous,Late Jurassic 156-144 million years ago,large theropod,12.0
